rating,description,title,company,popularity,image_urls,releasedate,images,directors,writers,stars,time,genre,totalrating,total_cast
6.1,"
                    A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.
            ",5 Flights Up,Lascaux Films," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTQ5MzU3MzgwN15BMl5BanBnXkFtZTgwNjM2NDQ3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTQ5MzU3MzgwN15BMl5BanBnXkFtZTgwNjM2NDQ3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/3bc5a036196712dec90a69cdcf0ebbcfe50094a1.jpg', 'checksum': '45fd4ededef7587d422840ee71e3b1fa'}]",Richard Loncraine,"Charlie Peters,Jill Ciment","Diane Keaton,Morgan Freeman,Cynthia Nixon",,,"4,590","Morgan Freeman,Carrie Preston,Diane Keaton,Claire van der Boom,Cynthia Nixon,Alysia Reiner,Josh Pais,Sterling Jerins,Hannah Dunne,Miriam Shor,Liza J. Bennett,Maddie Corman,Joanna Adler,Grace Rex,Jackie Hoffman,Jordan Baker,Violet Krumbein,Marcia DeBonis,Anjili Pal,Eric Sheffer Stevens,Maury Ginsberg,Jack Dimich,Ilana Levine,Nadia Gan,Jimmy Palumbo,Henry Kelemen,Katrina E. Perkins,Korey Jackson,Candice T. Cain,Hani Furstenberg,Gary Wilmes,Pasha Pellosie,Alanna Blair,Logan Crawford,James C. Bristow,Sergine Dumais,Diane Ciesla,Jane Fergus,Gregg Micheals,E'dena Hines,Richard Saxton,Ted Sod,Linda Kutrubes,Casey Roberts,Haider Niazi,Ben Hauck,Mdivani Monroe,Luc Owono,Euguen Leon,Marc Palatucci"
6.7,"
                    A widow and former songstress discovers that life can begin anew at any age.
            ",I'll See You in My Dreams,Two Flints," 
               From , 
               ,
                    4,148
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTYzMzc5OTkyOV5BMl5BanBnXkFtZTgwNzc3OTMyNTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTYzMzc5OTkyOV5BMl5BanBnXkFtZTgwNzc3OTMyNTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/1afb08bd604e382d7c97204bd9007c59b090b22b.jpg', 'checksum': 'ea39e61b97307b167ade6b9ae01dece6'}]",Brett Haley,"Marc Basch,Brett Haley","Blythe Danner,Martin Starr,Sam Elliott",,,"4,194","Blythe Danner,June Squibb,Rhea Perlman,Mary Kay Place,Aarti Mann,Martin Starr,Mark Adair-Rios,Ashley Spillers,Sam Elliott,Caroline Lagerfelt,Max Gail,Arthur Roberts,Harold Cannon-Lopez,Vic Polizos,Michael Yama,Kevin Wheatley,Shoniqua Shandai,Reid Scott,Malin Akerman,Jocelyn Ayanna,Linda Lee McBride,Patricia Belcher,Brownie,Oscar,John Beasley,Bruce Cole-Edwards,Justin Curtis,Youlanda Davis,Tessa Germaine,Scott Golden,Kristen Huffman,David Jankowski,Carol Kline,Aaron Kuban,Lillian Lam,Jordan Lawson,Bruce Loveland,Dan Mandel,Jo Mani,Sandy Mansson,Jennifer Monce,Manuel Pelaez,Christian Prentice,Jordan James Reyes,Madison Rose,Robin S. Roth,Chuck Saale,Maria Tomas,Seth Wayne"
7.4,"
                    Caroll Spinney has been Sesame Street's Big Bird and Oscar the Grouch since 1969; at 78-years-old, he has no intention of stopping.
            ",I Am Big Bird: The Caroll Spinney Story,Copper Pot Pictures," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTkyMDEyMjYxMF5BMl5BanBnXkFtZTgwODE2Mzc3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg","6 May 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTkyMDEyMjYxMF5BMl5BanBnXkFtZTgwODE2Mzc3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/832de7f71825a109cf43c8ee49c37d5e4ac1c5ac.jpg', 'checksum': '4c704d1f9ca0e19f7f4e848400f766e3'}]",Dave LaMattina,Dave LaMattina,"Caroll Spinney,Jim Henson,Frank Oz",,,814,"Frank Oz,Jim Henson,Sonia Manzano,Steve Whitmire,Caroll Spinney,Roscoe Orman,Dave Goelz,Stephanie D'Abruzzo,Emilio Delgado,Alison Bartlett,Fran Brill,Eric Jacobson,Matt Vogel,Jerry Nelson,Bob McGrath,Joey Mazzarino,Loretta Long,Leslie Carrara,Jane Henson,Carmen Osbahr,Cheryl Henson,Lara MacLean,Joan Ganz Cooney,Lianzi Ouyang,Debra Spinney,Judy Valentine,Carol-Lynn Parente,Kevin Clash"
5.6,"
                    A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.
            ",Maggie,Lionsgate," 
               From , 
               ,
                    1,102
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTkyNzk0MTU2Ml5BMl5BanBnXkFtZTgwNDExNzMyNTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTkyNzk0MTU2Ml5BMl5BanBnXkFtZTgwNDExNzMyNTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/b83c76e27310fe380ca553cb3aceb06e76ba3695.jpg', 'checksum': 'ea57b53e510e6ff7b3ed9a9c0c7d5f7f'}]",Henry Hobson,John Scott 3,"Arnold Schwarzenegger,Abigail Breslin,Joely Richardson",,,"29,038","Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Douglas M. Griffin,J.D. Evermore,Rachel Whitman Groves,Jodie Moore,Bryce Romero,Raeden Greer,Aiden Flowers,Carsen Flowers,Walter Von Huene,Dana Gourrier,Amy Brassette,David A Cole,Mattie Liptak,Liann Pattison,Maris Black,Jessy Hughes,Denise Williamson,Taylor Murphy,Colin Walker,Ashley Nicole Hudson,P.J. Marshall,Brett Baker,John L. Armijo,Tim Bell,Laura Cayouette,Duane Cothren,Haylie Creppel,Ryan Hebert,Ken Massey,Wayne Pére,Maddison Sonnier,Christine Tonry"
6.2,"
                    Yves Saint Laurent's life from 1967 to 1976, during which time the famed fashion designer was at the peak of his career.
            ",Saint Laurent,Mandarin Films," 
               From , 
               ,
                    4,822
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTQ4NjMzMDk2NV5BMl5BanBnXkFtZTgwMDAxODMyNTE@._V1_UY268_CR0,0,182,268_AL_.jpg","24 September 2014 (France)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTQ4NjMzMDk2NV5BMl5BanBnXkFtZTgwMDAxODMyNTE@._V1_UY268_CR0,0,182,268_AL_.jpg', 'path': 'full/357ac6eb90ccff9077166e09894149f4e4605388.jpg', 'checksum': 'a10abb9b7bfb5a7d585774de3889722f'}]",Bertrand Bonello,"Bertrand Bonello,Thomas Bidegain","Gaspard Ulliel,Jérémie Renier,Louis Garrel",,,"3,278","Gaspard Ulliel,Jérémie Renier,Louis Garrel,Léa Seydoux,Aymeline Valade,Amira Casar,Micha Lescot,Helmut Berger,Valeria Bruni Tedeschi,Jonathan Louis,Valérie Donzelli,Jasmine Trinca,Dominique Sanda,Vittoria Scognamiglio,Brady Corbet,Anaïs Couette,Stuart Seide,Patrick Sobelman,Laurent Larivière,Balthazar Girard-Père,Anaïs Thomas,Raphaël Neal,Alexis Lameda-Waksmann,Kate Moran,Laura Cieplik,Joanna Grudzinska,Christophe Robin,Ernst Umhauer,Serge Bozon,Jeando Cardi,Elsa Amiel,Faouzi Bensaïdi,Patrick Pelloux,Pierre Léon,Marcelo Novais Teles,Isabelle Ungaro,Julie Richard,Alice Barnole,Anaïs Romand,Maia Sandoz,Iliana Zabeth,Emmanuel Matte,Jeremie Belingard,Alexis Smolen,Guillaume Verdier,Jérôme Voneuw,Antoine Cholet,Tom Svaldi,Bertrand Bonello,Thomas Bidegain,Thierry de Peretti,Camille Kouchner,Benjamin Crotty,Chloé Passavant,Cyrielle Capitanio,Morgane Humbert,Juliette Coiffard,Amance Galinou,Julia Aléthéa,Claire Lang,Hannah Levin,Laura Malvarosa,Aurelie Rose,Alexis Gredy,Kelly Bekkar,Karine Cali,Erika Bilinszky,Cynthia Girardot,Stéphanie Galvani,Flora Mathieu,Magda Kulpinska-Bergeaud,Sheila Shanel,Marion Roussignol,Ines Zaied Ben Ghalia,Estelle Girard,Francielle Rambo,Sophie Balingon,Mahady Sissoko,Stephy Galvani,Djinda Kane,Agnès Paola Boiston,Pauline Jacquard,Raiden Integra,Audrey Quoturi"
6.2,"
                    Good policing doesn't necessarily mean doing everything by the book. But as the business of crime in London turns to favour the Albanians and Turks, how does a ""good"" policeman survive?
            ",Hyena,Film4," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTk1ODk1Njg3MV5BMl5BanBnXkFtZTgwMjA5MjQxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTk1ODk1Njg3MV5BMl5BanBnXkFtZTgwMjA5MjQxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/5ef4f6db5c46defaae70d33c05a13676391a6918.jpg', 'checksum': '73c035a9400890b0ecb00d5f114665bd'}]",Gerard Johnson,Gerard Johnson,"Peter Ferdinando,Stephen Graham,Neil Maskell",,,"1,828","Peter Ferdinando,Stephen Graham,Neil Maskell,Elisa Lasowski,MyAnna Buring,Richard Dormer,Gordon Brown,Tony Pitts,Orli Shuka,Gjevat Kelmendi,Thomas Craig,Lorenzo Camporese,Shaban Arifi,Alfred Doda,Mem Ferda,Can Kabadayi,Juliet Oldfield,Paul Blackwell,Carmen Cowell,Chris Cowlin,Eva Dagoo,Ian Groombridge,Lee Nicholas Harris,Semih Sezen,Neil Alexander Smith,Bern Collaco,Scott Stevenson"
6.8,"
                    Mexico City. 2002, 2006, 2010. A cop. A hostage. A wife. Corruption, violence, vengeance. Three destinies, during 30 days, during three Soccer World Cups. Three ways to fight in order to survive.
            ",Days of Grace,ARP Sélection," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BNDM3OTU0NjIzMV5BMl5BanBnXkFtZTgwMjE0ODA1NTE@._V1_UY268_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BNDM3OTU0NjIzMV5BMl5BanBnXkFtZTgwMjE0ODA1NTE@._V1_UY268_CR0,0,182,268_AL_.jpg', 'path': 'full/5e2e68b116532d9736db48e2e9d4c8a1f077a246.jpg', 'checksum': 'b5a44060a8d6395fc47b85ad4afeb000'}]",Everardo Gout,"Everardo Gout,David Rutsala","Carlos Bardem,Kristyan Ferrer,Tenoch Huerta",,,684,"Carlos Bardem,Kristyan Ferrer,Tenoch Huerta,José Alberto Solorzano,Javier López,Mario Zaragoza,Sonia Couoh,Areli Flores,Valeria Galiendo,Jorge Roldan,Jorge Adrián Espíndola,Dolores Heredia,Eileen Yañez,Marco Pérez,Miguel Rodarte,Harold Torres,Humberto Yáñez,Mario Ruiz Garcia,Hugo Aguilera,Edgar Marchena,José Guadalupe López,José Antonio Ferrer,José Sefami,Dagoberto Gama,Paulina Gaitan,Juan Ríos,Ana Mondragón,Vikram Chatwal,Bobbie Sinylii,Paulino Ferrer,Waldo Garcia,Terror Minded,Alberto Vargas,Eliazar Cabrera,Veronica Ordaz Tello,Leopoldo Gout Ortiz de Montellano,Salomon Santiago,Carlos Valencia,Emmanuel Aguilar,Sara Manni,Alejandro Sánchez de la Peña,Gonzalo Odriozola,Guillermo Villegas,Veronica Falcón,Gerardo Martínez,Francisco Barreiro,Yessenia García,Adriana Martinez,Rocío Canseco,Ivan Ramirez,Ozcar Ramírez González,Jose Luis Yanez,Benny Emmanuel,Maria Eugenia Mendoza,Marcela Ricaño,Juan Carlos Remolina,Zuleika Savala,Gustavo Sánchez Parra,Tula Gout,Everardo Gout,Claudia Pineda,Amir Galván,Urban Runners,Noah Sansans,Ernesto Faxas"
5.1,"
                    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.
            ",Hot Pursuit,Metro-Goldwyn-Mayer (MGM)," 
               From , 
               ,
                    679
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BNzc0MDk0NDMwM15BMl5BanBnXkFtZTgwNTIzMjE1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg","8 May 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BNzc0MDk0NDMwM15BMl5BanBnXkFtZTgwNTIzMjE1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/d76308a4c79ac02520ad298e4885d5ff811a9450.jpg', 'checksum': '5e63c4584fa394be11faffcd22fbcbd8'}]",Anne Fletcher,"David Feeney,John Quaintance","Reese Witherspoon,Sofía Vergara,Matthew Del Negro",,,"33,384","Reese Witherspoon,Sofía Vergara,Matthew Del Negro,Michael Mosley,Robert Kazinsky,Richard T. Jones,Benny Nieves,Michael Ray Escamilla,Joaquín Cosio,John Carroll Lynch,Jim Gaffigan,Mike Birbiglia,Vincent Laresca,David Jensen,Evaluna Montaner,Marcus Lyle Brown,Manolo Gonzales-Vergara,Kim Collins,Harlon Miller,Nicondra Norwood,Rachel Wulff,Phil Anaya,Jannette Sepwa,Joe Camp III,Kathleen Fletcher,Anne Fletcher,Oscar Gale,Jaylen Moore,Carol Sutton,Peaches Davis,Alejandra Pérez,Fallingstar Locke,Kayla Cangiamilla,Leslie Ivette Quezada,Millarel Ormazabal,Natalie Legendre,Zachary Woodlee,Keaton Margaret-Marie Luster,Maggie Hance,Abigail James Witherspoon,Harley Graham,Noel Rathe,Precious Roberson,Bryce Romero,Josué Gutierrez,Leticia Magaña,Jerome Andries,Michael D. Anglin,John L. Armijo,Tony Beard,Sean Beck,Tearyn Belanger,Lukas Bennett,Eric Berris,Betsy Borrego,Renaldo Brady,Jodi Lyn Brockton,Kenneth Kynt Bryan,Tom Bui,Kina Dach'e Bullock,Janet Lynn Carey,Ron Centanni,Stephanie Claire,Callie Croughwell,Michelle DeVito,Taylor DiMarco,Jared Drennan,Divine Prince Ty Emmecca,Sharon Farmer,Rebecca Lee Fox,Orlando Gallegos,Rebecca Gamble,John Garcia,Geraldine Glenn,Gloria Gonnillini,Scott Gray,Lyle R. Guidroz,Christopher Gulas,Scott Gulino,Jeannie Hargrave,Sadarias Harrell,Ryan Hebert,Christopher Heskey,Bria Hobgood,Samantha Hopkins,Lizeth Hutchings,Jacquelyn Twodat Jackson,Don Jarrells,Pat Jarrells,Patrick Kearns,Steve Kish,John C. Klein,Mark Kubr,Elton LeBlanc,Justin Lebrun,Taylor Lissarrague,Tracy B. Mann,Nathan Marchena,Cesar Marquez,Kristen M. Mentasti,Mark R. Miscione,Mike R. Moreau,Robert Pekel,Joseph Poliquin,Philippe Radelet,Diezel Ramos,Anthony Ramsey,LaQuita S-Kay,William Schaff,Kerry Sims,Sean Stevens,Will Stone,Daryl Thibodaux,Shirley Tregre,Julee Vadnais,Jesse Sarah Vilinsky,Brian Les Weinberger,Leslie Anne Whitman,Benjamin Wood"
7.3,"
                    Algeria, 1954. Two very different men thrown together by a world in turmoil are forced to flee across the Atlas mountains. Daru, the reclusive teacher, has to escort Mohamed, a villager accused of murder.
            ",Far from Men,One World Films," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTA1MTgxOTkwMzdeQTJeQWpwZ15BbWU4MDIzODk1NDUx._V1_UX182_CR0,0,182,268_AL_.jpg","14 April 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTA1MTgxOTkwMzdeQTJeQWpwZ15BbWU4MDIzODk1NDUx._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/9284f16d4a5e00246c0c97d5db7dd40b9927bdee.jpg', 'checksum': '2b862941dd6af7467515a754784b9d9e'}]",David Oelhoffen,"Albert Camus,Antoine Lacomblez","Viggo Mortensen,Reda Kateb,Djemel Barek",,,"3,832","Viggo Mortensen,Reda Kateb,Djemel Barek,Vincent Martin,Nicolas Giraud,Jean-Jérôme Esposito,Hatim Sadiki,Yann Goven,Antoine Régent,Sonia Amori,Antoine Laurent,Ángela Molina,Yassir Jahraf,Salma Aït Idder,Abdellah Echabbi,Abdelmjid El Ghachi,Aurelie Armelle Simone Chatellier,Jean-Jacques Hanssen,Abdelkebir El Hayaj,Taieb Ajedig,Abdelkader Bouchefra,Issam Ben Ammar,Salah Azadou,Azzedine Riyad,Salah Maouassa,Yassine Afroukh,Karim Abdelghafour,Abdelaaziz Attougui,Jérémie Vigot,Arthur Gies,Lyes Vergès,Abdelmalek Bichar"
7.1,"
                    After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.
            ",The 100 Year-Old Man Who Climbed Out the Window and Disappeared,NICE FLX Pictures," 
               From , 
               ,
                    3,849
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BNDUyMzU5MTk5MF5BMl5BanBnXkFtZTgwNjcxNDQxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BNDUyMzU5MTk5MF5BMl5BanBnXkFtZTgwNjcxNDQxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/f301b7e20e7e6649b7349823cb50646897c5535e.jpg', 'checksum': 'c42267009dbf53b7a7e37c7c2b92a6d1'}]",Felix Herngren,"Felix Herngren,Hans Ingemansson","Robert Gustafsson,Iwar Wiklander,David Wiberg",,,"24,083","Robert Gustafsson,Mia Skäringer,Iwar Wiklander,David Wiberg,Jens Hultén,David Shackleton,Ralph Carlsson,Georg Nikoloff,Alan Ford,Simon Säppenen,Sven Lönn,Bianca Cruzeiro,Gustav Deinoff,Tumba,Sonja,Thnog Suk,Sergej Merkusjev,Manuel Dubra,Miglen Mirtchev,Anders Sanzén,Pernilla Göst,Ola Björkman,Oliwer Carpman,Alvin Thudin,Niclas Angerborn,Guhn Andersson,Lars-Gunnar Eriksson,Kerry Shale,Johan Rheborg,Patrik Karlson,Cory Peterson,Tzvet Lazar,Helena Huhta,Kerstin Widgren,Viktor Friberg,Jan Berglund,Gunilla Jansson,Donald Högberg,Koldo Losada,Algirdas Paulavicius,Sigitas Rackys,Nikita Ivanov,Lateef Lovejoy,Keith Chanter,Richard Cunningham,Philip Rosch,Scott Alexander Young,Sibylle Bernardin,Jay Benedict,Kerry Owen,Kelly O'Brien,Bradley Colin Fribbins,Zoltan Zicherman,Iván Dengyel,Igor Szasz,László Tóth,Csaba Pethes,Kristoffer Stålbrand,Alfred Svensson,Joakim Höglund,Marita Lewrén,Niclas Carlsson,Bill Herngren,Gustaf Elmstedt,Anna-Lena Elmstedt,Laurent Winkler,Ibrahim Sharouf,Nnamanii Samuel,Göran Hallberg,Valter Nilsson,Eiffel Mattsson,Leo Herngren,Torsten Edman,Fanny Herngren,Vera Herngren,Uluc Telmen,Crister Kaiser,Mikael Bredberg,Kent Högberg,Mikael Varhelyi,Apinya Jaronthin,Nongluk Kaewpakdee,Panwan Pimplai,Love Larson,Csaba Lodi,Simon Hernadi,Stefan Henriksson,Erik Artur,Clara Herngren,Iris Herngren,Malte Forssell,Ted Cross,Glenn Clemann,Alexandra Gallusz,James Fred Harkins Jr.,Alexander Karlsson,Richard Nagy"
8.4,"
                    War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.
            ",Tangerines,Allfilm," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/05930abd4033fc3602734754001da0a52de4b1ea.jpg', 'checksum': 'cf7df4744663ad6e6d316dd6720e6807'}]",Zaza Urushadze,Zaza Urushadze,"Lembit Ulfsak,Elmo Nüganen,Giorgi Nakashidze",,,"19,608","Lembit Ulfsak,Giorgi Nakashidze,Elmo Nüganen,Misha Meskhi,Raivo Trass,Zura Begalishvili,Dato Khakhidze,Jano Izoria,Gia Gogishvili,Vamekh Jangidze,Aleko Begalishvili,Temo Khutsishvili,Giorgi Tsaava,Denis Khlibov,Victor Gegeshidze,Genadi Levchenko,Kakha Arevadze,Ann-Heliin Saadoja"
5.7,"
                    A mother travels cross-country to California to be with her son after he decides to drop out of school and become a surfer.
            ",Ride,Sandbar Pictures," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTU1Njc1Mzk4NF5BMl5BanBnXkFtZTgwMTU2MzQ3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTU1Njc1Mzk4NF5BMl5BanBnXkFtZTgwMTU2MzQ3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/9939e9d514226a8a89377c991ff51359c47a4935.jpg', 'checksum': 'a27e2f535dfc9cf1faee4b3184e7443f'}]",Helen Hunt,Helen Hunt,"Helen Hunt,Brenton Thwaites,Luke Wilson",,,"2,421","Helen Hunt,Brenton Thwaites,Julie Dretzin,Jay Russell,Jordan Lane Price,Willie C. Carpenter,Richard Kind,Makena Lei Carnahan,Jay Huguley,Robert Knepper,Leonor Varela,Amberly Rose Echeverry,Evan Williams,Jacob McCafferty,Keith Ewell,David Zayas,Matthew Downs,John Mel,Luke Wilson,Callum Keith Rennie,Elizabeth Jayne,Tyler Parks,Danielle Lauder,Chance Eldridge,Jessica Jade Andres,Blake Cooper Griffin,Mike White,Matt Conrad,Renee Faia,Lizze Gordon,Richard Raymond Harry Herbeck,Sandra Rosko,Leah Shaw,Jera Sky,Jesse Sarah Vilinsky"
5.9,"
                    When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.
            ",Welcome to Me,Bron Studios," 
               From , 
               ,
                    4,255
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/3b9fd5558307103018852f47eed779c8633b30da.jpg', 'checksum': 'f12bd31fe5b84a5fa3037f72bfbe6745'}]",Shira Piven,Eliot Laurence,"Kristen Wiig,James Marsden,Linda Cardellini",,,"12,815","Kristen Wiig,Wes Bentley,Linda Cardellini,Joan Cusack,Loretta Devine,Jennifer Jason Leigh,Thomas Mann,James Marsden,Tim Robbins,Alan Tudyk,Kulap Vilaysack,Mitch Silpa,Anelia Dyoulgerova,Joe Roland,Joyce Hiller Piven,Jack Wallace,Rose Abdoo,Hannah Chodos,Sabra Williams,Charlotte Rabbe,Shanna Strong,Tanya Reese,Tara Copeland,Polly Noonan,Lauren Katz,Kevin Brewerton,Lawrence Grimm,Jessica Lee Williamson,Steve Bethers,Anthony Bravo,Isa Freeling,Donna Jo Thorndale,George Basil,Jeremy Piven,Drew Brooks,Spencer Kayden,Melody Ruetsche,Maame-Yaa Aforo,Julia Effertz,Dieterich Gray,Doug Anthony Jones,Mary Eileen O'Donnell,Chala Savino,Lisa Shields,Amani Starnes"
7.1,"
                    A documentary about fashion icon Iris Apfel from legendary documentary filmmaker Albert Maysles.
            ",Iris,," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BNDMzMDY1NTE4MV5BMl5BanBnXkFtZTgwODc4NjY3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg","29 April 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BNDMzMDY1NTE4MV5BMl5BanBnXkFtZTgwODc4NjY3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/dc3c5389800c6cbfb9dec5e522da8fc3cefa0de1.jpg', 'checksum': 'ed0c471bdf9e2c79fa01ce82c6e7af6b'}]",Albert Maysles,,"Carl Apfel,Iris Apfel",,,"2,402","Carl Apfel,Iris Apfel"
6.6,"
                    In Colombia, a young surfer meets the woman of his dreams - and then he meets her uncle, Pablo Escobar.
            ",Escobar: Paradise Lost,Chapter 2," 
               From , 
               ,
                    2,840
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BNTUzMDQ0MzA4OV5BMl5BanBnXkFtZTgwNDY3OTc2MjE@._V1_UY268_CR7,0,182,268_AL_.jpg","26 June 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BNTUzMDQ0MzA4OV5BMl5BanBnXkFtZTgwNDY3OTc2MjE@._V1_UY268_CR7,0,182,268_AL_.jpg', 'path': 'full/997fab187f71368b4d50b940e8815487e465e1c0.jpg', 'checksum': '3ad713c22a477a6257865524ad835297'}]",Andrea Di Stefano,"Andrea Di Stefano,Andrea Di Stefano","Benicio Del Toro,Josh Hutcherson,Claudia Traisac",,,"13,139","Josh Hutcherson,Benicio Del Toro,Brady Corbet,Claudia Traisac,Carlos Bardem,Ana Girardot,Tenoch Huerta,Frank Spano,Lauren Ziemski,Micke Moreno,Laura Londoño,Rossana Uribe,Juan Francisco Selles,Elmis Castillo,Jaime Correa,Aaron Zebede,RoChia,Julio Rueda,Lucho Gotti,Maryluz Barrera,Henry Bravo,Jose Hernandez,Mario Miranda,David Noreña,Katterine Miranda,Hedras Urrego,Álex Quiroga,Jeily Alejandra Ramirez Ibañez,Gabriel Pérrez Matteo,Larry Diaz,Ángel Gutiérrez,Jorge García,Rasiel Rodríguez,Elkin Correa,Nyra Soberón Torchia,Golan Shabetay,Miguel Gomez,Haiman Shabetay,Gabriel Lezcano,Jiame Correa,Henry Twohy,Alberto Saa,Robert Quintero,Zuisteen Gaitan,Javier Morales,Gilbert Castro,Agustín Goncalves,César Vargas,Grismel Rangel,Nancy Reagan,Ronald Reagan"
